                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                 0.4879,                0.57442,                 1.0153,                0.80732,                0.86442,                0.87207,                0.78802,                0.47317,                  0.645,                0.95858,             0.00012964,             0.00012964,             0.00012964
                    150,                0.49164,                0.56889,                 1.0113,                0.83637,                0.84519,                0.86832,                0.78381,                0.47006,                0.67246,                0.95132,             0.00012728,             0.00012728,             0.00012728
                    151,                0.48197,                0.56555,                 1.0175,                0.83085,                0.84815,                0.87333,                0.79053,                0.46125,                0.67433,                0.94931,             0.00012493,             0.00012493,             0.00012493
                    152,                0.48165,                0.56173,                 1.0108,                0.83153,                0.87703,                0.87474,                0.78898,                0.47129,                0.66403,                0.95993,             0.00012257,             0.00012257,             0.00012257
                    153,                0.49335,                0.56351,                 1.0163,                0.82731,                0.86644,                0.87117,                0.78695,                0.47361,                0.66679,                0.96135,             0.00012021,             0.00012021,             0.00012021
                    154,                0.48297,                 0.5822,                 1.0131,                0.83994,                0.84813,                0.86853,                  0.786,                0.47872,                0.67396,                0.96428,             0.00011786,             0.00011786,             0.00011786
                    155,                0.49064,                 0.5787,                 1.0207,                0.80719,                0.86377,                0.85724,                0.77695,                0.47222,                 0.6834,                0.95962,              0.0001155,              0.0001155,              0.0001155
                    156,                0.49549,                0.58499,                 1.0287,                0.86504,                0.84659,                0.87343,                0.79378,                0.46904,                0.70398,                0.95774,             0.00011315,             0.00011315,             0.00011315
                    157,                0.47757,                  0.567,                 1.0061,                0.82371,                0.84786,                 0.8667,                0.78296,                0.47435,                0.70532,                0.96018,             0.00011079,             0.00011079,             0.00011079
                    158,                0.49818,                0.56969,                 1.0278,                0.84716,                 0.8347,                0.87281,                0.78837,                 0.4743,                0.69635,                0.96274,             0.00010843,             0.00010843,             0.00010843
                    159,                0.48005,                0.56435,                 1.0161,                0.81816,                0.85208,                0.86714,                0.78501,                0.46701,                0.67333,                0.95384,             0.00010608,             0.00010608,             0.00010608
                    160,                0.47472,                 0.5585,                 1.0072,                 0.8257,                0.85668,                0.86703,                 0.7839,                0.46404,                 0.6698,                0.95328,             0.00010372,             0.00010372,             0.00010372
                    161,                0.48062,                 0.5604,                 1.0188,                0.83552,                0.85402,                0.87604,                0.79083,                0.47123,                  0.711,                0.96111,             0.00010136,             0.00010136,             0.00010136
                    162,                0.48597,                0.56023,                 1.0228,                0.85517,                0.83549,                0.88173,                0.79539,                0.46384,                0.67331,                0.95304,             9.9008e-05,             9.9008e-05,             9.9008e-05
                    163,                0.47505,                0.55013,                 1.0037,                0.84474,                0.85587,                0.88104,                0.78965,                0.46787,                0.67246,                0.95893,             9.6652e-05,             9.6652e-05,             9.6652e-05
                    164,                0.47864,                0.55861,                 1.0097,                0.86409,                 0.8212,                0.87773,                0.78643,                0.46601,                0.66552,                0.95582,             9.4296e-05,             9.4296e-05,             9.4296e-05
                    165,                0.48583,                0.56113,                 1.0142,                0.85583,                0.82972,                0.87549,                0.78686,                0.46344,                0.64721,                0.94488,             9.1939e-05,             9.1939e-05,             9.1939e-05
                    166,                0.46996,                0.54067,                0.99433,                0.86088,                 0.8275,                0.86767,                0.78017,                0.46994,                0.68172,                0.95111,             8.9583e-05,             8.9583e-05,             8.9583e-05
                    167,                0.46913,                0.55257,                 1.0083,                0.84815,                0.82358,                0.86717,                0.78007,                0.46189,                0.69168,                0.94943,             8.7227e-05,             8.7227e-05,             8.7227e-05
                    168,                0.47334,                0.55839,                 1.0151,                 0.8131,                0.84642,                0.86266,                0.77291,                0.47344,                0.71649,                0.95702,             8.4871e-05,             8.4871e-05,             8.4871e-05
                    169,                0.47039,                0.55321,                 1.0108,                0.81791,                0.85756,                0.86877,                0.77545,                0.47712,                0.67884,                0.95545,             8.2515e-05,             8.2515e-05,             8.2515e-05
                    170,                0.45658,                0.52598,                 0.9958,                0.81974,                0.85794,                 0.8675,                 0.7784,                0.46933,                0.66523,                0.95304,             8.0158e-05,             8.0158e-05,             8.0158e-05
                    171,                0.46647,                0.52631,                0.99837,                 0.8284,                0.84609,                0.86414,                0.77528,                0.46703,                0.68425,                0.95045,             7.7802e-05,             7.7802e-05,             7.7802e-05
                    172,                0.45698,                0.52096,                 1.0049,                0.82419,                0.85583,                0.86701,                0.77893,                0.46901,                 0.6705,                0.94691,             7.5446e-05,             7.5446e-05,             7.5446e-05
                    173,                0.46844,                0.54235,                 1.0025,                0.83645,                0.83159,                0.85788,                0.77587,                 0.4646,                0.66975,                0.94769,              7.309e-05,              7.309e-05,              7.309e-05
                    174,                0.45305,                0.51487,                 1.0005,                0.86004,                0.82075,                0.87038,                0.78721,                0.46148,                0.68448,                0.94964,             7.0734e-05,             7.0734e-05,             7.0734e-05
                    175,                0.48121,                0.54743,                 1.0197,                0.83213,                0.84839,                0.86727,                 0.7829,                 0.4654,                0.68485,                0.94979,             6.8377e-05,             6.8377e-05,             6.8377e-05
                    176,                0.46436,                0.54171,                 1.0008,                0.83592,                0.85219,                0.86695,                0.78064,                0.47616,                0.67277,                 0.9532,             6.6021e-05,             6.6021e-05,             6.6021e-05
                    177,                0.45617,                0.53856,                 1.0007,                0.84719,                0.83612,                0.87421,                0.79096,                0.46441,                0.67811,                0.95021,             6.3665e-05,             6.3665e-05,             6.3665e-05
                    178,                0.46686,                0.52772,                 1.0019,                0.85849,                0.82234,                0.87478,                0.79047,                0.45982,                0.68871,                0.94809,             6.1309e-05,             6.1309e-05,             6.1309e-05
                    179,                 0.4628,                0.53187,                 1.0063,                0.86176,                0.80166,                0.86694,                0.78685,                0.45573,                0.68652,                0.94817,             5.8953e-05,             5.8953e-05,             5.8953e-05
                    180,                0.46126,                0.54689,                 1.0064,                0.80879,                0.87241,                0.86979,                 0.7911,                0.45892,                0.66244,                0.94757,             5.6596e-05,             5.6596e-05,             5.6596e-05
                    181,                0.45765,                0.52625,                  1.003,                0.87067,                0.80915,                 0.8713,                0.79276,                0.45593,                0.66688,                0.94264,              5.424e-05,              5.424e-05,              5.424e-05
                    182,                0.46393,                0.53996,                 1.0026,                0.82941,                0.83872,                0.86716,                0.78515,                0.46259,                0.69167,                0.94511,             5.1884e-05,             5.1884e-05,             5.1884e-05
                    183,                 0.4501,                0.52167,                0.99041,                0.85706,                0.81972,                0.86609,                0.78389,                0.46116,                0.67992,                0.94268,             4.9528e-05,             4.9528e-05,             4.9528e-05
                    184,                0.45427,                0.52189,                 1.0005,                0.81728,                0.85157,                0.86846,                0.78521,                0.45599,                 0.6606,                 0.9429,             4.7172e-05,             4.7172e-05,             4.7172e-05
                    185,                 0.4501,                0.52419,                0.99713,                0.84698,                 0.8206,                0.86495,                0.78396,                0.45452,                0.66187,                0.94232,             4.4815e-05,             4.4815e-05,             4.4815e-05
                    186,                0.44865,                0.52203,                0.99989,                0.82488,                0.85121,                0.86627,                0.78689,                0.45595,                0.67736,                0.94298,             4.2459e-05,             4.2459e-05,             4.2459e-05
                    187,                0.44251,                0.49288,                0.99634,                0.82382,                0.84132,                0.86247,                0.78514,                0.45602,                 0.6778,                0.94347,             4.0103e-05,             4.0103e-05,             4.0103e-05
                    188,                0.45427,                0.53609,                 1.0038,                0.81495,                0.86141,                0.86465,                0.78738,                  0.453,                 0.6664,                0.94275,             3.7747e-05,             3.7747e-05,             3.7747e-05
                    189,                0.44034,                0.50404,                0.99698,                0.81409,                0.86519,                0.86782,                0.78469,                0.45676,                0.66195,                0.94549,             3.5391e-05,             3.5391e-05,             3.5391e-05
                    190,                0.44529,                0.50424,                0.99455,                0.85466,                0.81587,                0.86635,                0.78512,                0.45984,                0.66742,                0.94484,             3.3034e-05,             3.3034e-05,             3.3034e-05
                    191,                0.30067,                  0.323,                0.89923,                0.82631,                0.84533,                0.86565,                0.78602,                0.45676,                0.67127,                0.94789,             3.0678e-05,             3.0678e-05,             3.0678e-05
                    192,                0.30085,                0.31101,                0.90005,                0.80962,                0.85892,                0.86593,                0.78601,                0.45747,                0.67222,                0.94586,             2.8322e-05,             2.8322e-05,             2.8322e-05
                    193,                0.29948,                0.30954,                0.90107,                0.81976,                0.84746,                0.86749,                 0.7895,                0.44863,                0.66328,                0.94108,             2.5966e-05,             2.5966e-05,             2.5966e-05
                    194,                0.29589,                 0.3038,                0.89008,                0.81776,                0.85172,                0.86582,                0.78992,                0.45233,                0.65801,                0.94466,              2.361e-05,              2.361e-05,              2.361e-05
                    195,                0.29607,                0.29757,                0.89014,                0.81631,                0.84905,                0.86514,                0.78987,                 0.4476,                0.66731,                0.94015,             2.1253e-05,             2.1253e-05,             2.1253e-05
                    196,                0.29716,                0.31063,                0.90351,                0.82768,                0.84459,                0.87099,                0.79231,                0.44093,                 0.6544,                0.93333,             1.8897e-05,             1.8897e-05,             1.8897e-05
                    197,                0.28595,                0.29549,                0.89412,                0.80954,                0.86335,                 0.8701,                0.79262,                0.43942,                0.64874,                0.93247,             1.6541e-05,             1.6541e-05,             1.6541e-05
                    198,                0.29047,                 0.2919,                0.88799,                0.84549,                0.82874,                0.87468,                0.79663,                 0.4436,                0.64774,                0.93457,             1.4185e-05,             1.4185e-05,             1.4185e-05
                    199,                0.28725,                0.29236,                0.88928,                0.85034,                0.83708,                0.87419,                0.79558,                0.43981,                0.64393,                0.93293,             1.1829e-05,             1.1829e-05,             1.1829e-05
                    200,                0.28744,                 0.2944,                0.89393,                0.84631,                0.83795,                0.87409,                0.79485,                0.43899,                 0.6466,                0.93352,             9.4724e-06,             9.4724e-06,             9.4724e-06
